"","status","measure"
"1",1,5.36690488034255
"2",0,11.0863696091271
"3",1,6.52150243390409
"4",0,10.8197311270789
"5",0,12.0957666333967
"6",0,11.9291124609939
"7",0,11.968939547031
"8",0,11.3803441576586
"9",0,11.6993162200292
"10",0,11.2776965084123
"11",1,8.5904493852333
"12",0,12.570431635171
"13",0,12.850637724982
"14",0,12.0367489853526
"15",0,13.9599446675874
"16",0,10.7233655178037
"17",1,8.59667550692098
"18",1,9.0114407431492
"19",0,11.9396672308073
"20",0,11.3150933910597
"21",0,12.2114428314146
"22",1,9.05031124827007
"23",0,12.6340734910185
"24",0,11.9808033809714
"25",1,7.02141515851812
"26",0,12.0415119307974
"27",0,13.740531009098
"28",0,12.0551037479429
"29",0,12.5082412437344
"30",1,9.91819411168994
"31",1,6.85865577847833
"32",0,12.0577408130492
"33",0,13.2174797728317
"34",1,7.72371292718753
"35",0,11.0972326312112
"36",0,11.716182774698
"37",0,14.1581469611003
"38",1,8.2361300524098
"39",0,12.9398373488014
"40",1,8.49817365507915
"41",0,12.2691030552194
"42",0,11.5294530292403
"43",0,12.570381249777
"44",0,11.7263018857489
"45",0,11.2440868695554
"46",0,13.4840247246478
"47",0,11.3944592248742
"48",1,5.70223090756754
"49",0,12.7976541360927
"50",0,13.3372192381563
"51",0,11.2143450155487
"52",0,12.0144930666604
"53",1,7.94790676569152
"54",0,13.4637763493004
"55",0,11.7454313189686
"56",1,6.31927164144854
"57",0,11.2812980139537
"58",1,6.83976377873178
"59",0,10.8391330773074
"60",1,9.08739300791506
"61",1,7.64665774376127
"62",1,8.35683270045647
"63",0,13.4335446581394
"64",1,7.22070019259609
"65",0,11.6991389883653
"66",1,7.90777702331746
"67",1,9.71712827895928
"68",0,11.6885474860214
"69",1,6.682260684909
"70",0,15.2775931970292
"71",1,10.0393898176415
"72",0,12.3123795152941
"73",0,12.7570922003111
"74",0,12.8244323421504
"75",0,13.1166052563856
"76",0,10.7453063284211
"77",0,11.802463370404
"78",0,11.7422998964878
"79",1,7.96134252123848
"80",0,12.0983078516079
"81",0,12.824233345114
"82",0,12.8370342060539
"83",0,13.0167009368506
"84",0,12.7579818113984
"85",0,11.7119704907146
"86",1,7.13559755579218
"87",0,10.2182838457581
"88",1,7.15685438341213
"89",0,13.4019294085299
"90",0,12.1979041653079
"91",0,10.3640827118712
"92",0,13.034380361812
"93",0,11.3627111675684
"94",0,11.3095836648953
"95",0,12.3341274015871
"96",0,11.1861227721456
"97",0,12.7934489454935
"98",0,9.97131018476605
"99",1,8.05985011335216
"100",0,10.8887389139074
"101",0,12.7646512868815
"102",0,13.1683669779935
"103",1,7.52282175518267
"104",0,13.0534139962153
"105",0,12.4698744714471
"106",1,7.45316188149563
"107",0,12.5231803339913
"108",0,12.7858818103014
"109",0,14.6105945840451
"110",0,11.0992376184886
"111",0,13.1445651352419
"112",1,6.54535262936588
"113",0,12.4095680627436
"114",1,6.41901946764461
"115",0,14.1700813288375
"116",0,13.3674988754482
"117",0,11.6357239208671
"118",0,12.8710297443468
"119",1,8.28025906540833
"120",0,12.3782570850588
"121",1,8.04012583273627
"122",0,10.4044252463366
"123",1,9.04835843137455
"124",0,11.8305320238058
"125",0,12.8725841462125
"126",0,11.8275302476788
"127",0,10.9614707801891
"128",1,7.37049118739135
"129",1,8.90507549284042
"130",0,13.7354771544758
"131",0,12.0698635384398
"132",1,8.51521798898144
"133",0,12.0913533164428
"134",1,8.8559675191942
"135",0,13.8238840377688
"136",0,10.5087371596862
"137",0,12.9046492659468
"138",1,6.1316166983977
"139",1,7.57762789325945
"140",0,12.1342970366311
"141",0,11.5479798921385
"142",1,8.70853281168428
"143",1,10.2205890115462
"144",1,7.56182389402567
"145",0,12.508071120774
"146",0,12.2224436352384
"147",1,9.13718784784852
"148",0,9.38666192060698
"149",0,10.8771341025179
"150",0,11.7282448611575
"151",0,13.5931981226276
"152",0,13.586906131297
"153",0,12.2757689087404
"154",1,8.10036108038846
"155",1,8.09363339135366
"156",0,13.6725377700936
"157",1,6.76300466298924
"158",0,12.7639823565861
"159",0,12.9777785349647
"160",0,10.9012198857913
"161",0,12.6499755837461
"162",1,7.28481885154803
"163",0,13.0987981796076
"164",0,11.6203063067691
"165",1,8.72715362956979
"166",0,12.2293306062715
"167",1,8.30794484174723
"168",1,7.62316131002412
"169",0,11.5996216044273
"170",0,11.9735458628423
"171",0,10.074816217954
"172",1,7.58794135099958
"173",0,11.1469420055335
"174",1,7.19872829295422
"175",1,7.89100055615731
"176",0,11.4396201668166
"177",1,9.04441224278369
"178",1,6.95165909555434
"179",0,10.3867706317786
"180",0,10.4465314684126
"181",0,11.8829680008068
"182",0,12.003449060633
"183",0,11.8539387077148
"184",1,8.51936940432538
"185",1,6.32282557263713
"186",0,12.0743684312472
"187",1,6.86149856819654
"188",1,8.5726524261329
"189",0,12.5324206129712
"190",0,12.6068576911931
"191",1,6.93198848144781
"192",0,11.6852182151178
"193",0,10.3681222553528
"194",1,7.31259060351489
"195",0,12.6529581410198
"196",1,7.1080975696413
"197",0,10.0524962248384
"198",0,11.6551764816593
"199",0,10.9721204903794
"200",0,10.8177615815234
"201",1,7.66409125419347
"202",0,11.4914208674909
"203",1,7.92599639390625
"204",0,12.8750971852637
"205",1,8.58773418409182
"206",0,11.5825802191578
"207",1,7.11210770119986
"208",0,10.9293247966985
"209",0,13.4872626793878
"210",1,6.32724508393913
"211",0,12.6463848601414
"212",1,8.35074608787969
"213",1,9.93984116249359
"214",0,11.1733010662866
"215",1,7.69070478053717
"216",1,7.87486659214499
"217",1,6.57651338835713
"218",1,9.02538500581764
